,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
617,Road Town,18.42,-64.62,82.99,87,0,15.99,VG,2020-08-24 02:31:15
618,Menton,43.78,7.5,75.2,73,35,6.93,FR,2020-08-24 02:31:15
619,Brugelette,50.6,3.85,57.99,87,97,1.99,BE,2020-08-24 02:31:15
620,Mabaruma,8.2,-59.78,75.45,89,99,2.46,GY,2020-08-24 02:31:15
621,Rabo De Peixe,37.8,-25.58,69.8,88,20,4.7,PT,2020-08-24 02:31:16
622,Medea,36.26,2.75,73.4,88,20,0.98,DZ,2020-08-24 02:31:16
623,Pinhao,-25.7,-51.66,46.33,92,0,7.87,BR,2020-08-24 02:31:16
624,Pokrovskoye,47.42,38.9,61.3,45,0,3.18,RU,2020-08-24 02:31:17
625,Pulsano,40.38,17.36,79.0,66,0,1.01,IT,2020-08-24 02:31:17
626,Khash,28.22,61.22,76.14,69,4,4.27,IR,2020-08-24 02:31:17
627,Sept-Iles,50.2,-66.38,55.99,100,40,3.36,CA,2020-08-24 02:30:09
628,Goundam,16.41,-3.67,87.26,49,35,13.58,ML,2020-08-24 02:31:17
629,Sokolka,53.41,23.5,62.01,86,39,5.7,PL,2020-08-24 02:31:18
630,Larsnes,62.2,5.58,48.0,80,96,8.99,NO,2020-08-24 02:31:18
631,Westport,41.14,-73.36,75.2,88,1,5.82,US,2020-08-24 02:30:35
632,Akhnur,32.87,74.73,82.4,88,40,4.45,IN,2020-08-24 02:31:18
633,Serik,36.92,31.1,75.2,53,0,4.7,TR,2020-08-24 02:31:18
634,Tazovskiy,67.47,78.7,52.21,98,100,9.17,RU,2020-08-24 02:31:19
635,Murzzuschlag,47.6,15.68,66.0,68,39,1.01,AT,2020-08-24 02:31:19
636,Plettenberg Bay,-34.05,23.37,57.9,84,100,5.06,ZA,2020-08-24 02:31:19
637,Aasiaat,68.71,-52.87,39.83,84,0,7.16,GL,2020-08-24 02:31:19
638,Garissa,-0.45,39.64,73.0,74,89,16.24,KE,2020-08-24 02:31:20
639,Polunochnoye,60.87,60.42,52.45,73,0,1.95,RU,2020-08-24 02:31:20
640,Aksarka,66.56,67.8,50.02,89,96,10.22,RU,2020-08-24 02:31:20
641,Ambovombe,-25.17,46.08,65.7,72,4,6.42,MG,2020-08-24 02:31:20
642,Asyut,27.18,31.18,77.0,50,0,11.41,EG,2020-08-24 02:31:21
643,Dorado,18.46,-66.27,82.4,88,40,10.29,PR,2020-08-24 02:31:21
644,Xuddur,4.12,43.89,69.03,76,31,18.14,SO,2020-08-24 02:31:22
645,Sinnar,13.57,33.57,75.02,85,100,9.53,SD,2020-08-24 02:31:22
646,Bosaso,11.28,49.18,88.65,44,62,17.16,SO,2020-08-24 02:31:22
647,Sal Rei,16.18,-22.92,78.8,78,75,14.99,CV,2020-08-24 02:31:22
648,Mana,5.66,-53.78,77.92,89,85,7.36,GF,2020-08-24 02:31:23
649,Astara,38.5,48.67,64.4,100,75,11.41,AZ,2020-08-24 02:31:23
650,Ostroda,53.7,19.96,59.0,100,0,2.24,PL,2020-08-24 02:31:24
651,Tortoli,39.93,9.66,77.0,1,5,18.34,IT,2020-08-24 02:31:24
652,Temirtau,50.05,72.95,53.6,76,93,2.24,KZ,2020-08-24 02:31:24
653,Virginia Beach,36.85,-75.98,81.0,78,75,6.93,US,2020-08-24 02:29:10
654,Mutoko,-17.4,32.23,48.45,96,6,2.28,ZW,2020-08-24 02:31:25
655,Bahia Blanca,-38.72,-62.27,55.26,55,0,12.77,AR,2020-08-24 02:29:42
656,Angoche,-16.23,39.91,67.93,83,96,5.48,MZ,2020-08-24 02:31:25
657,Ariquemes,-9.91,-63.04,71.55,53,0,1.9,BR,2020-08-24 02:31:25
658,Marondera,-18.19,31.55,45.9,94,14,4.76,ZW,2020-08-24 02:31:26
659,Buraydah,26.33,43.98,80.6,34,0,6.93,SA,2020-08-24 02:31:26
660,Sopelana,43.38,-2.98,64.0,93,20,4.7,ES,2020-08-24 02:31:26
661,Yanam,16.73,82.22,82.4,78,75,5.82,IN,2020-08-24 02:31:26
662,Batsfjord,70.63,29.72,55.0,88,100,4.0,NO,2020-08-24 02:31:27
663,Puerto Leguizamo,-0.19,-74.78,69.93,87,0,1.77,CO,2020-08-24 02:31:27
664,Sala,34.04,-6.82,68.0,93,0,3.02,MA,2020-08-24 02:31:27
665,Cubuk,40.24,33.03,60.8,67,0,10.29,TR,2020-08-24 02:31:28
666,Galbshtadt,53.23,78.98,63.0,66,26,5.28,RU,2020-08-24 02:31:28
667,Port Antonio,18.18,-76.46,80.01,94,75,21.92,JM,2020-08-24 02:31:28
668,Sambava,-14.27,50.17,68.11,80,41,10.74,MG,2020-08-24 02:31:28
669,Corrente,-3.74,-43.34,72.09,95,32,3.04,BR,2020-08-24 02:31:28
670,Farsund,58.09,6.8,54.0,74,98,15.7,NO,2020-08-24 02:31:29
671,Sergeyevka,53.88,67.42,56.19,85,0,6.11,KZ,2020-08-24 02:31:29
672,Tallahassee,30.44,-84.28,75.2,94,75,5.82,US,2020-08-24 02:29:45
673,Maniitsoq,65.42,-52.9,44.08,88,100,4.07,GL,2020-08-24 02:31:29
674,Killybegs,54.63,-8.45,48.99,95,6,1.01,IE,2020-08-24 02:31:29
675,Tiznit,29.58,-9.5,84.63,30,11,1.77,MA,2020-08-24 02:31:30
676,Znamenskoye,57.13,73.83,52.02,93,61,5.82,RU,2020-08-24 02:31:30
677,Korla,41.76,86.15,85.73,23,11,2.48,CN,2020-08-24 02:31:30
678,Villazon,-22.09,-65.59,39.52,57,0,0.65,BO,2020-08-24 02:31:31
679,Falmouth,50.15,-5.07,60.8,93,95,16.11,GB,2020-08-24 02:31:31
680,Roseto Degli Abruzzi,42.67,14.02,75.2,73,17,2.24,IT,2020-08-24 02:31:31
681,Kara-Tyube,44.63,45.44,68.85,41,91,4.12,RU,2020-08-24 02:31:32
682,Morondava,-20.28,44.28,71.08,87,5,8.32,MG,2020-08-24 02:31:32
683,Atbasar,51.8,68.33,57.78,75,26,6.2,KZ,2020-08-24 02:31:32
684,Betare Oya,5.6,14.08,65.5,97,100,2.53,CM,2020-08-24 02:31:32
685,Apiai,-24.51,-48.84,49.14,100,94,4.88,BR,2020-08-24 02:31:32
686,Schwyz,47.03,8.66,60.8,72,90,5.82,CH,2020-08-24 02:31:33
